Time,Parameter 1,Parameter 2,Parameter 3
2025-06-29 13:45:00,36.99,59.18,6.89
2025-06-29 14:00:00,37.02,60.44,6.89
2025-06-29 14:15:00,37.00,60.47,6.89
2025-06-29 14:30:00,36.87,60.67,6.89
2025-06-29 14:45:00,36.95,60.45,6.89
2025-06-29 15:00:00,37.00,60.16,6.89
2025-06-29 15:15:00,36.89,60.68,6.88
2025-06-29 15:30:00,36.98,60.50,6.88
2025-06-29 15:45:00,36.98,59.49,6.78
2025-06-29 16:00:00,37.06,59.83,6.82
2025-06-29 16:15:00,37.00,58.23,6.85
2025-06-29 16:30:00,36.99,59.12,6.88
2025-06-29 16:45:00,37.00,58.06,6.91
2025-06-29 17:00:00,37.00,59.14,6.90
2025-06-29 17:15:00,37.03,55.79,6.90
2025-06-29 17:30:00,36.97,57.97,6.89
2025-06-29 17:45:00,36.94,59.69,6.89
2025-06-29 18:00:00,37.01,58.49,6.89
2025-06-29 18:15:00,37.04,58.20,6.89
2025-06-29 18:30:00,37.01,60.34,6.88
2025-06-29 18:45:00,36.98,61.81,6.88
2025-06-29 19:00:00,37.05,60.27,6.88
2025-06-29 19:15:00,37.01,59.35,6.88
2025-06-29 19:30:00,37.05,60.66,6.88
2025-06-29 19:45:00,36.98,60.76,6.88
2025-06-29 20:00:00,37.02,59.87,6.87
2025-06-29 20:15:00,36.99,59.12,6.87
2025-06-29 20:30:00,37.00,60.23,6.87
2025-06-29 20:45:00,36.90,60.85,6.87
2025-06-29 21:00:00,36.97,59.92,6.87
2025-06-29 21:15:00,36.95,57.56,6.88
2025-06-29 21:30:00,37.00,59.44,6.88
2025-06-29 21:45:00,37.04,62.28,6.88
2025-06-29 22:00:00,36.97,59.21,6.88
2025-06-29 22:15:00,36.98,57.95,6.88
2025-06-29 22:30:00,36.98,59.22,6.88
2025-06-29 22:45:00,37.02,61.31,6.88
2025-06-29 23:00:00,36.99,60.81,6.88
2025-06-29 23:15:00,37.04,58.78,6.88
2025-06-29 23:30:00,37.00,61.04,6.88
2025-06-29 23:45:00,36.90,60.65,6.88
2025-06-30 00:00:00,36.95,60.96,6.88
