"","A201-BCP001-BIO0001-TT00026.BIO-BIO-TEM-CTR","A201-BCP001-BIO0001-AIT0024.BIO-DOX-DOX-CTR","A201-BCP001-BIO0001-AIT0022.BIO-PH1-PHZ-CTR",""
"Time","Value | First","Value | First","Value | First",""
"6/27/2025 3:00:00 AM","37.06","58.71","6.87",""
"6/27/2025 3:15:00 AM","37.06","59.98","6.87",""
"6/27/2025 3:30:00 AM","37.06","59.86","6.86",""
"6/27/2025 3:45:00 AM","37.05","60.28","6.86",""
"6/27/2025 4:00:00 AM","37.05","60.88","6.86",""
"6/27/2025 4:15:00 AM","37.05","59.99","6.86",""
"6/27/2025 4:30:00 AM","37.05","59.80","6.86",""
"6/27/2025 4:45:00 AM","37.05","60.26","6.86",""
"6/27/2025 5:00:00 AM","37.05","60.14","6.86",""
"6/27/2025 5:15:00 AM","37.05","60.72","6.86",""
"6/27/2025 5:30:00 AM","37.05","61.46","6.86",""
"6/27/2025 5:45:00 AM","37.05","59.42","6.86",""
"6/27/2025 6:00:00 AM","37.04","58.85","6.86",""
"6/27/2025 6:15:00 AM","37.04","61.77","6.86",""
"6/27/2025 6:30:00 AM","37.04","60.16","6.87",""
"6/27/2025 6:45:00 AM","37.04","59.82","6.87",""
"6/27/2025 7:00:00 AM","37.04","60.13","6.87",""
"6/27/2025 7:15:00 AM","37.04","61.22","6.87",""
"6/27/2025 7:30:00 AM","37.04","60.47","6.87",""
"6/27/2025 7:45:00 AM","37.04","59.97","6.87",""
"6/27/2025 8:00:00 AM","37.03","60.00","6.87",""
"6/27/2025 8:15:00 AM","37.03","59.74","6.87",""
"6/27/2025 8:30:00 AM","37.03","62.49","6.88",""
"6/27/2025 8:45:00 AM","37.03","60.64","6.91",""
"6/27/2025 9:00:00 AM","37.03","59.37","6.93",""
"6/27/2025 9:15:00 AM","37.03","59.11","6.92",""
"6/27/2025 9:30:00 AM","37.03","60.15","6.91",""
"6/27/2025 9:45:00 AM","37.03","60.28","6.90",""
"6/27/2025 10:00:00 AM","37.02","59.73","6.90",""
"6/27/2025 10:15:00 AM","37.02","60.41","6.90",""
"6/27/2025 10:30:00 AM","37.02","60.85","6.90",""
"6/27/2025 10:45:00 AM","37.02","59.30","6.90",""
"6/27/2025 11:00:00 AM","37.02","59.78","6.89",""
"6/27/2025 11:15:00 AM","37.02","59.91","6.89",""
"6/27/2025 11:30:00 AM","37.02","59.73","6.89",""
"6/27/2025 11:45:00 AM","37.02","59.86","6.89",""
"6/27/2025 12:00:00 PM","37.02","59.49","6.89",""
"6/27/2025 12:15:00 PM","37.01","59.09","6.89",""
"6/27/2025 12:30:00 PM","37.01","60.77","6.89",""
"6/27/2025 12:45:00 PM","37.01","59.63","6.89",""
"6/27/2025 1:00:00 PM","37.01","60.68","6.89",""
"6/27/2025 1:15:00 PM","37.01","59.05","6.89",""
"6/27/2025 1:30:00 PM","37.01","60.69","6.89",""
"6/27/2025 1:45:00 PM","37.01","59.04","6.89",""
"6/27/2025 2:00:00 PM","37.01","62.02","6.88",""
"6/27/2025 2:15:00 PM","37.00","59.68","6.88",""
"6/27/2025 2:30:00 PM","37.00","59.90","6.88",""
"6/27/2025 2:45:00 PM","37.00","60.31","6.88",""
"6/27/2025 3:00:00 PM","37.00","59.88","6.88",""
"6/27/2025 3:15:00 PM","36.96","60.91","6.88",""
"6/27/2025 3:30:00 PM","37.03","61.91","6.88",""
"6/27/2025 3:45:00 PM","36.96","61.85","6.88",""
"6/27/2025 4:00:00 PM","36.98","60.43","6.87",""
"6/27/2025 4:15:00 PM","37.04","59.48","6.87",""
"6/27/2025 4:30:00 PM","37.02","59.33","6.87",""
"6/27/2025 4:45:00 PM","37.03","59.13","6.87",""
"6/27/2025 5:00:00 PM","37.05","59.78","6.87",""
"6/27/2025 5:15:00 PM","36.88","60.71","6.87",""
"6/27/2025 5:30:00 PM","37.03","60.02","6.87",""
"6/27/2025 5:45:00 PM","37.09","60.02","6.87",""
"6/27/2025 6:00:00 PM","36.98","61.51","6.87",""
"6/27/2025 6:15:00 PM","37.02","59.03","6.87",""
"6/27/2025 6:30:00 PM","37.00","60.88","6.87",""
"6/27/2025 6:45:00 PM","36.98","60.38","6.87",""
"6/27/2025 7:00:00 PM","36.93","60.41","6.87",""
"6/27/2025 7:15:00 PM","36.92","59.19","6.87",""
"6/27/2025 7:30:00 PM","37.02","61.30","6.87",""
"6/27/2025 7:45:00 PM","37.01","61.01","6.87",""
"6/27/2025 8:00:00 PM","36.92","61.05","6.88",""
"6/27/2025 8:15:00 PM","37.01","60.19","6.88",""
"6/27/2025 8:30:00 PM","36.98","60.27","6.88",""
"6/27/2025 8:45:00 PM","36.99","58.50","6.88",""
"6/27/2025 9:00:00 PM","36.93","59.31","6.88",""
"6/27/2025 9:15:00 PM","36.99","60.25","6.88",""
"6/27/2025 9:30:00 PM","36.96","60.71","6.88",""
"6/27/2025 9:45:00 PM","37.06","60.69","6.88",""
"6/27/2025 10:00:00 PM","36.96","60.26","6.88",""
"6/27/2025 10:15:00 PM","37.01","59.87","6.88",""
"6/27/2025 10:30:00 PM","36.95","60.10","6.88",""
"6/27/2025 10:45:00 PM","36.98","58.72","6.88",""
"6/27/2025 11:00:00 PM","36.97","59.72","6.88",""
"6/27/2025 11:15:00 PM","36.94","61.18","6.88",""
"6/27/2025 11:30:00 PM","36.96","61.01","6.88",""
"6/27/2025 11:45:00 PM","36.99","59.49","6.88",""
"6/28/2025 12:00:00 AM","36.98","60.23","6.88",""
"6/28/2025 12:15:00 AM","37.02","59.29","6.88",""
"6/28/2025 12:30:00 AM","36.99","61.32","6.88",""
"6/28/2025 12:45:00 AM","37.00","62.89","6.88",""
"6/28/2025 1:00:00 AM","37.01","59.37","6.88",""
"6/28/2025 1:15:00 AM","37.00","59.35","6.88",""
"6/28/2025 1:30:00 AM","36.99","61.58","6.88",""
"6/28/2025 1:45:00 AM","36.97","60.10","6.88",""
"6/28/2025 2:00:00 AM","36.99","60.16","6.88",""
"6/28/2025 2:15:00 AM","36.99","59.02","6.88",""
"6/28/2025 2:30:00 AM","36.92","58.38","6.88",""
"6/28/2025 2:45:00 AM","36.95","61.12","6.88",""
"6/28/2025 3:00:00 AM","37.01","60.60","6.87",""
"6/28/2025 3:15:00 AM","36.98","59.77","6.87",""
"6/28/2025 3:30:00 AM","37.01","59.94","6.87",""
"6/28/2025 3:45:00 AM","37.02","60.14","6.87",""
"6/28/2025 4:00:00 AM","37.02","59.31","6.87",""
"6/28/2025 4:15:00 AM","36.99","59.71","6.87",""
"6/28/2025 4:30:00 AM","37.04","60.51","6.87",""
"6/28/2025 4:45:00 AM","36.97","60.72","6.87",""
"6/28/2025 5:00:00 AM","36.97","60.69","6.87",""
"6/28/2025 5:15:00 AM","37.01","59.88","6.87",""
"6/28/2025 5:30:00 AM","36.96","60.45","6.87",""
"6/28/2025 5:45:00 AM","37.04","59.72","6.87",""
"6/28/2025 6:00:00 AM","36.98","59.90","6.87",""
"6/28/2025 6:15:00 AM","36.93","59.99","6.87",""
"6/28/2025 6:30:00 AM","36.97","60.51","6.86",""
"6/28/2025 6:45:00 AM","37.00","61.11","6.86",""
"6/28/2025 7:00:00 AM","37.08","60.06","6.86",""
"6/28/2025 7:15:00 AM","37.01","59.57","6.86",""
"6/28/2025 7:30:00 AM","36.98","60.13","6.86",""
"6/28/2025 7:45:00 AM","36.96","61.29","6.86",""
"6/28/2025 8:00:00 AM","37.02","59.68","6.86",""
"6/28/2025 8:15:00 AM","37.00","59.06","6.86",""
"6/28/2025 8:30:00 AM","36.95","60.60","6.86",""
"6/28/2025 8:45:00 AM","36.95","59.73","6.86",""
"6/28/2025 9:00:00 AM","36.99","59.42","6.86",""
"6/28/2025 9:15:00 AM","37.12","59.65","6.86",""
"6/28/2025 9:30:00 AM","36.95","60.75","6.86",""
"6/28/2025 9:45:00 AM","37.00","59.98","6.85",""
"6/28/2025 10:00:00 AM","37.02","61.52","6.85",""
"6/28/2025 10:15:00 AM","36.96","60.25","6.85",""
"6/28/2025 10:30:00 AM","36.95","59.62","6.85",""
"6/28/2025 10:45:00 AM","36.94","59.70","6.84",""
"6/28/2025 11:00:00 AM","36.95","59.11","6.84",""
"6/28/2025 11:15:00 AM","36.92","60.11","6.85",""
"6/28/2025 11:30:00 AM","37.03","59.55","6.85",""
"6/28/2025 11:45:00 AM","37.01","60.52","6.85",""
"6/28/2025 12:00:00 PM","37.01","59.93","6.85",""
"6/28/2025 12:15:00 PM","36.99","59.96","6.85",""
"6/28/2025 12:30:00 PM","37.00","61.73","6.85",""
"6/28/2025 12:45:00 PM","36.98","61.29","6.88",""
"6/28/2025 1:00:00 PM","36.92","59.58","6.91",""
"6/28/2025 1:15:00 PM","36.99","58.60","6.92",""
"6/28/2025 1:30:00 PM","37.01","59.11","6.91",""
"6/28/2025 1:45:00 PM","37.00","59.02","6.90",""
"6/28/2025 2:00:00 PM","37.03","59.48","6.90",""
"6/28/2025 2:15:00 PM","36.96","59.07","6.89",""
"6/28/2025 2:30:00 PM","37.02","59.51","6.89",""
"6/28/2025 2:45:00 PM","36.99","60.04","6.89",""
"6/28/2025 3:00:00 PM","37.03","59.89","6.89",""
"6/28/2025 3:15:00 PM","36.95","60.25","6.89",""
"6/28/2025 3:30:00 PM","37.00","60.84","6.88",""
"6/28/2025 3:45:00 PM","36.99","60.73","6.88",""
"6/28/2025 4:00:00 PM","36.98","59.31","6.88",""
"6/28/2025 4:15:00 PM","36.96","59.74","6.88",""
"6/28/2025 4:30:00 PM","36.99","60.05","6.88",""
"6/28/2025 4:45:00 PM","36.98","60.81","6.88",""
"6/28/2025 5:00:00 PM","36.90","61.76","6.88",""
"6/28/2025 5:15:00 PM","37.02","60.02","6.88",""
"6/28/2025 5:30:00 PM","37.05","60.03","6.88",""
"6/28/2025 5:45:00 PM","37.03","60.78","6.88",""
"6/28/2025 6:00:00 PM","37.01","60.49","6.88",""
"6/28/2025 6:15:00 PM","36.98","59.73","6.88",""
"6/28/2025 6:30:00 PM","36.96","62.54","6.88",""
"6/28/2025 6:45:00 PM","36.99","60.13","6.88",""
"6/28/2025 7:00:00 PM","36.99","60.05","6.88",""
"6/28/2025 7:15:00 PM","36.90","60.31","6.88",""
"6/28/2025 7:30:00 PM","36.95","60.49","6.88",""
"6/28/2025 7:45:00 PM","37.05","61.74","6.88",""
"6/28/2025 8:00:00 PM","37.00","60.24","6.88",""
"6/28/2025 8:15:00 PM","37.06","61.03","6.88",""
"6/28/2025 8:30:00 PM","37.09","59.54","6.88",""
"6/28/2025 8:45:00 PM","37.03","60.66","6.88",""
"6/28/2025 9:00:00 PM","36.96","59.64","6.88",""
"6/28/2025 9:15:00 PM","36.99","60.35","6.88",""
"6/28/2025 9:30:00 PM","37.05","60.51","6.88",""
"6/28/2025 9:45:00 PM","37.01","60.51","6.88",""
"6/28/2025 10:00:00 PM","37.09","59.30","6.88",""
"6/28/2025 10:15:00 PM","37.09","59.87","6.88",""
"6/28/2025 10:30:00 PM","37.02","60.10","6.88",""
"6/28/2025 10:45:00 PM","36.98","60.71","6.88",""
"6/28/2025 11:00:00 PM","37.06","60.72","6.88",""
"6/28/2025 11:15:00 PM","37.00","59.11","6.88",""
"6/28/2025 11:30:00 PM","37.05","59.68","6.88",""
"6/28/2025 11:45:00 PM","37.05","59.77","6.87",""
"6/29/2025 12:00:00 AM","37.00","59.44","6.87",""
"6/29/2025 12:15:00 AM","36.93","60.54","6.87",""
"6/29/2025 12:30:00 AM","37.00","61.23","6.87",""
"6/29/2025 12:45:00 AM","36.93","60.93","6.87",""
"6/29/2025 1:00:00 AM","37.04","60.89","6.87",""
"6/29/2025 1:15:00 AM","37.02","59.95","6.87",""
"6/29/2025 1:30:00 AM","37.07","59.60","6.87",""
"6/29/2025 1:45:00 AM","37.00","61.05","6.87",""
"6/29/2025 2:00:00 AM","36.94","60.77","6.87",""
"6/29/2025 2:15:00 AM","36.97","58.53","6.87",""
"6/29/2025 2:30:00 AM","36.93","60.21","6.87",""
"6/29/2025 2:45:00 AM","36.99","60.39","6.87",""
"6/29/2025 3:00:00 AM","36.94","61.13","6.87",""
"6/29/2025 3:15:00 AM","37.01","59.42","6.87",""
"6/29/2025 3:30:00 AM","37.02","59.30","6.87",""
"6/29/2025 3:45:00 AM","37.05","59.67","6.86",""
"6/29/2025 4:00:00 AM","36.94","60.21","6.86",""
"6/29/2025 4:15:00 AM","36.99","60.73","6.86",""
"6/29/2025 4:30:00 AM","36.96","60.66","6.86",""
"6/29/2025 4:45:00 AM","36.99","59.45","6.86",""
"6/29/2025 5:00:00 AM","36.99","61.03","6.86",""
"6/29/2025 5:15:00 AM","37.00","60.08","6.86",""
"6/29/2025 5:30:00 AM","36.97","61.92","6.86",""
"6/29/2025 5:45:00 AM","37.01","60.04","6.86",""
"6/29/2025 6:00:00 AM","37.00","59.71","6.86",""
"6/29/2025 6:15:00 AM","37.07","59.35","6.86",""
"6/29/2025 6:30:00 AM","37.01","61.05","6.86",""
"6/29/2025 6:45:00 AM","36.96","60.14","6.86",""
"6/29/2025 7:00:00 AM","36.94","59.76","6.86",""
"6/29/2025 7:15:00 AM","36.95","58.95","6.86",""
"6/29/2025 7:30:00 AM","37.08","62.14","6.86",""
"6/29/2025 7:45:00 AM","36.95","59.84","6.86",""
"6/29/2025 8:00:00 AM","36.94","59.20","6.86",""
"6/29/2025 8:15:00 AM","37.01","58.18","6.86",""
"6/29/2025 8:30:00 AM","37.02","61.25","6.86",""
"6/29/2025 8:45:00 AM","37.02","60.80","6.86",""
"6/29/2025 9:00:00 AM","37.03","58.66","6.86",""
"6/29/2025 9:15:00 AM","37.01","59.03","6.86",""
"6/29/2025 9:30:00 AM","37.00","60.30","6.86",""
"6/29/2025 9:45:00 AM","36.97","61.04","6.86",""
"6/29/2025 10:00:00 AM","37.00","60.96","6.86",""
"6/29/2025 10:15:00 AM","36.94","59.52","6.86",""
"6/29/2025 10:30:00 AM","36.96","60.53","6.89",""
"6/29/2025 10:45:00 AM","36.98","61.09","6.92",""
"6/29/2025 11:00:00 AM","37.03","57.09","6.93",""
"6/29/2025 11:15:00 AM","37.01","58.31","6.91",""
"6/29/2025 11:30:00 AM","37.00","60.61","6.91",""
"6/29/2025 11:45:00 AM","37.03","61.26","6.90",""
"6/29/2025 12:00:00 PM","37.03","59.78","6.90",""
"6/29/2025 12:15:00 PM","37.03","59.89","6.89",""
"6/29/2025 12:30:00 PM","36.99","60.25","6.89",""
"6/29/2025 12:45:00 PM","37.01","59.76","6.89",""
"6/29/2025 1:00:00 PM","37.02","57.81","6.89",""
"6/29/2025 1:15:00 PM","36.97","59.88","6.89",""
"6/29/2025 1:30:00 PM","37.04","59.65","6.89",""
"6/29/2025 1:45:00 PM","36.99","59.18","6.89",""
"6/29/2025 2:00:00 PM","37.02","60.44","6.89",""
"6/29/2025 2:15:00 PM","37.00","60.47","6.89",""
"6/29/2025 2:30:00 PM","36.87","60.67","6.89",""
"6/29/2025 2:45:00 PM","36.95","60.45","6.89",""
"6/29/2025 3:00:00 PM","37.00","60.16","6.89",""
"6/29/2025 3:15:00 PM","36.89","60.68","6.88",""
"6/29/2025 3:30:00 PM","36.98","60.50","6.88",""
"6/29/2025 3:45:00 PM","36.98","59.49","6.78",""
"6/29/2025 4:00:00 PM","37.06","59.83","6.82",""
"6/29/2025 4:15:00 PM","37.00","58.23","6.85",""
"6/29/2025 4:30:00 PM","36.99","59.12","6.88",""
"6/29/2025 4:45:00 PM","37.00","58.06","6.91",""
"6/29/2025 5:00:00 PM","37.00","59.14","6.90",""
"6/29/2025 5:15:00 PM","37.03","55.79","6.90",""
"6/29/2025 5:30:00 PM","36.97","57.97","6.89",""
"6/29/2025 5:45:00 PM","36.94","59.69","6.89",""
"6/29/2025 6:00:00 PM","37.01","58.49","6.89",""
"6/29/2025 6:15:00 PM","37.04","58.20","6.89",""
"6/29/2025 6:30:00 PM","37.01","60.34","6.88",""
"6/29/2025 6:45:00 PM","36.98","61.81","6.88",""
"6/29/2025 7:00:00 PM","37.05","60.27","6.88",""
"6/29/2025 7:15:00 PM","37.01","59.35","6.88",""
"6/29/2025 7:30:00 PM","37.05","60.66","6.88",""
"6/29/2025 7:45:00 PM","36.98","60.76","6.88",""
"6/29/2025 8:00:00 PM","37.02","59.87","6.87",""
"6/29/2025 8:15:00 PM","36.99","59.12","6.87",""
"6/29/2025 8:30:00 PM","37.00","60.23","6.87",""
"6/29/2025 8:45:00 PM","36.90","60.85","6.87",""
"6/29/2025 9:00:00 PM","36.97","59.92","6.87",""
"6/29/2025 9:15:00 PM","36.95","57.56","6.88",""
"6/29/2025 9:30:00 PM","37.00","59.44","6.88",""
"6/29/2025 9:45:00 PM","37.04","62.28","6.88",""
"6/29/2025 10:00:00 PM","36.97","59.21","6.88",""
"6/29/2025 10:15:00 PM","36.98","57.95","6.88",""
"6/29/2025 10:30:00 PM","36.98","59.22","6.88",""
"6/29/2025 10:45:00 PM","37.02","61.31","6.88",""
"6/29/2025 11:00:00 PM","36.99","60.81","6.88",""
"6/29/2025 11:15:00 PM","37.04","58.78","6.88",""
"6/29/2025 11:30:00 PM","37.00","61.04","6.88",""
"6/29/2025 11:45:00 PM","36.90","60.65","6.88",""
"6/30/2025 12:00:00 AM","36.95","60.96","6.88",""
